"Sujeitos","Itens","Ant","Verbo","RT","Pos","Estudo"
"1651720975","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",841,"7","Beraldo (2022)"
"1651720975","Ana amou os países que chovem torrencialmente.","NP","PL",1930,"7","Beraldo (2022)"
"1651720975","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1970,"7","Beraldo (2022)"
"1651720975","Pedro avistou os montes que neva subitamente.","NP","SG",829,"7","Beraldo (2022)"
"1651720975","Camila fotografou os locais que trovejam frequentemente.","NP","PL",2030,"7","Beraldo (2022)"
"1651720975","Gabriel adorou os estados que chove suavemente.","NP","SG",1503,"7","Beraldo (2022)"
"1651722531","Nilton ficou nas planícies que venta loucamente.","PP","SG",708,"7","Beraldo (2022)"
"1651722531","Pedro avistou os montes que neva subitamente.","NP","SG",2474,"7","Beraldo (2022)"
"1651722531","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1227,"7","Beraldo (2022)"
"1651722531","Gabriel adorou os estados que chove suavemente.","NP","SG",1551,"7","Beraldo (2022)"
"1651722531","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1015,"7","Beraldo (2022)"
"1651722531","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1563,"7","Beraldo (2022)"
"1651722531","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1109,"7","Beraldo (2022)"
"1651722531","Ana amou os países que chovem torrencialmente.","NP","PL",914,"7","Beraldo (2022)"
"1651722531","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",740,"7","Beraldo (2022)"
"1651722531","Roberto brincou nos desertos que ventam intensamente.","PP","PL",459,"7","Beraldo (2022)"
"1651722531","Letícia viu as serras que troveja diariamente.","NP","SG",622,"7","Beraldo (2022)"
"1651722531","Sandra morou nas cidades que neva moderadamente.","PP","SG",552,"7","Beraldo (2022)"
"1651722531","Paulo visitou as nações que nevam excessivamente.","NP","PL",540,"7","Beraldo (2022)"
"1651722531","André correu nas praias que chovem frequentemente.","PP","PL",559,"7","Beraldo (2022)"
"1651722531","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",500,"7","Beraldo (2022)"
"1651722531","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1324,"7","Beraldo (2022)"
"1651724095","Letícia viu as serras que troveja diariamente.","NP","SG",683,"7","Beraldo (2022)"
"1651724095","Pedro avistou os montes que neva subitamente.","NP","SG",1671,"7","Beraldo (2022)"
"1651724095","Camila fotografou os locais que trovejam frequentemente.","NP","PL",751,"7","Beraldo (2022)"
"1651724095","Ana amou os países que chovem torrencialmente.","NP","PL",3361,"7","Beraldo (2022)"
"1651724095","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",935,"7","Beraldo (2022)"
"1651724095","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",2169,"7","Beraldo (2022)"
"1651724095","André correu nas praias que chovem frequentemente.","PP","PL",768,"7","Beraldo (2022)"
"1651724095","Nilton ficou nas planícies que venta loucamente.","PP","SG",601,"7","Beraldo (2022)"
"1651724095","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1133,"7","Beraldo (2022)"
"1651724095","Amanda olhou as colinas que venta rigorosamente.","NP","SG",2281,"7","Beraldo (2022)"
"1651724095","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1988,"7","Beraldo (2022)"
"1651724095","Sandra morou nas cidades que neva moderadamente.","PP","SG",937,"7","Beraldo (2022)"
"1651724095","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",571,"7","Beraldo (2022)"
"1651724095","Paulo visitou as nações que nevam excessivamente.","NP","PL",630,"7","Beraldo (2022)"
"1651724095","Roberto brincou nos desertos que ventam intensamente.","PP","PL",824,"7","Beraldo (2022)"
"1651724095","Gabriel adorou os estados que chove suavemente.","NP","SG",1799,"7","Beraldo (2022)"
"1651724648","Pedro avistou os montes que neva subitamente.","NP","SG",2196,"7","Beraldo (2022)"
"1651724648","Nilton ficou nas planícies que venta loucamente.","PP","SG",507,"7","Beraldo (2022)"
"1651724648","Camila fotografou os locais que trovejam frequentemente.","NP","PL",701,"7","Beraldo (2022)"
"1651724648","Sandra morou nas cidades que neva moderadamente.","PP","SG",834,"7","Beraldo (2022)"
"1651724648","Maria conheceu as regiões que ventam repentinamente.","NP","PL",924,"7","Beraldo (2022)"
"1651724648","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",642,"7","Beraldo (2022)"
"1651724648","Gabriel adorou os estados que chove suavemente.","NP","SG",896,"7","Beraldo (2022)"
"1651724648","Paulo visitou as nações que nevam excessivamente.","NP","PL",582,"7","Beraldo (2022)"
"1651724648","Letícia viu as serras que troveja diariamente.","NP","SG",1500,"7","Beraldo (2022)"
"1651724648","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",531,"7","Beraldo (2022)"
"1651724648","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1275,"7","Beraldo (2022)"
"1651724648","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",568,"7","Beraldo (2022)"
"1651724648","Amanda olhou as colinas que venta rigorosamente.","NP","SG",587,"7","Beraldo (2022)"
"1651724648","Ana amou os países que chovem torrencialmente.","NP","PL",455,"7","Beraldo (2022)"
"1651724648","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",656,"7","Beraldo (2022)"
"1651724648","André correu nas praias que chovem frequentemente.","PP","PL",1225,"7","Beraldo (2022)"
"1651738528","Gabriel adorou os estados que chove suavemente.","NP","SG",2864,"7","Beraldo (2022)"
"1651738528","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",536,"7","Beraldo (2022)"
"1651738528","Letícia viu as serras que troveja diariamente.","NP","SG",854,"7","Beraldo (2022)"
"1651738528","André correu nas praias que chovem frequentemente.","PP","PL",601,"7","Beraldo (2022)"
"1651738528","Nilton ficou nas planícies que venta loucamente.","PP","SG",656,"7","Beraldo (2022)"
"1651738528","Camila fotografou os locais que trovejam frequentemente.","NP","PL",518,"7","Beraldo (2022)"
"1651738528","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",488,"7","Beraldo (2022)"
"1651738528","Amanda olhou as colinas que venta rigorosamente.","NP","SG",2050,"7","Beraldo (2022)"
"1651738528","Pedro avistou os montes que neva subitamente.","NP","SG",1000,"7","Beraldo (2022)"
"1651738528","Paulo visitou as nações que nevam excessivamente.","NP","PL",632,"7","Beraldo (2022)"
"1651738528","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",608,"7","Beraldo (2022)"
"1651738528","Sandra morou nas cidades que neva moderadamente.","PP","SG",663,"7","Beraldo (2022)"
"1651738528","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",432,"7","Beraldo (2022)"
"1651738528","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1623,"7","Beraldo (2022)"
"1651738528","Roberto brincou nos desertos que ventam intensamente.","PP","PL",744,"7","Beraldo (2022)"
"1651738528","Ana amou os países que chovem torrencialmente.","NP","PL",1560,"7","Beraldo (2022)"
"1651744570","Paulo visitou as nações que nevam excessivamente.","NP","PL",974,"7","Beraldo (2022)"
"1651744570","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",216,"7","Beraldo (2022)"
"1651744570","André correu nas praias que chovem frequentemente.","PP","PL",450,"7","Beraldo (2022)"
"1651744570","Nilton ficou nas planícies que venta loucamente.","PP","SG",474,"7","Beraldo (2022)"
"1651744570","Sandra morou nas cidades que neva moderadamente.","PP","SG",563,"7","Beraldo (2022)"
"1651744570","Ana amou os países que chovem torrencialmente.","NP","PL",989,"7","Beraldo (2022)"
"1651744570","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",724,"7","Beraldo (2022)"
"1651744570","Gabriel adorou os estados que chove suavemente.","NP","SG",471,"7","Beraldo (2022)"
"1651744570","Amanda olhou as colinas que venta rigorosamente.","NP","SG",416,"7","Beraldo (2022)"
"1651744570","Pedro avistou os montes que neva subitamente.","NP","SG",867,"7","Beraldo (2022)"
"1651744570","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1053,"7","Beraldo (2022)"
"1651744570","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",650,"7","Beraldo (2022)"
"1651744570","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1278,"7","Beraldo (2022)"
"1651744570","Roberto brincou nos desertos que ventam intensamente.","PP","PL",609,"7","Beraldo (2022)"
"1651744570","Letícia viu as serras que troveja diariamente.","NP","SG",447,"7","Beraldo (2022)"
"1651744570","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",386,"7","Beraldo (2022)"
"1651744704","Ana amou os países que chovem torrencialmente.","NP","PL",1648,"7","Beraldo (2022)"
"1651744704","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",3389,"7","Beraldo (2022)"
"1651744704","André correu nas praias que chovem frequentemente.","PP","PL",694,"7","Beraldo (2022)"
"1651744704","Paulo visitou as nações que nevam excessivamente.","NP","PL",908,"7","Beraldo (2022)"
"1651744704","Pedro avistou os montes que neva subitamente.","NP","SG",710,"7","Beraldo (2022)"
"1651744704","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1195,"7","Beraldo (2022)"
"1651744704","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1234,"7","Beraldo (2022)"
"1651744704","Sandra morou nas cidades que neva moderadamente.","PP","SG",953,"7","Beraldo (2022)"
"1651744704","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",564,"7","Beraldo (2022)"
"1651744704","Camila fotografou os locais que trovejam frequentemente.","NP","PL",686,"7","Beraldo (2022)"
"1651744704","Letícia viu as serras que troveja diariamente.","NP","SG",990,"7","Beraldo (2022)"
"1651744704","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1131,"7","Beraldo (2022)"
"1651744704","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1845,"7","Beraldo (2022)"
"1651744704","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",2938,"7","Beraldo (2022)"
"1651744704","Gabriel adorou os estados que chove suavemente.","NP","SG",835,"7","Beraldo (2022)"
"1651744704","Nilton ficou nas planícies que venta loucamente.","PP","SG",822,"7","Beraldo (2022)"
"1651744908","Ana amou os países que chovem torrencialmente.","NP","PL",1484,"7","Beraldo (2022)"
"1651744908","Maria conheceu as regiões que ventam repentinamente.","NP","PL",551,"7","Beraldo (2022)"
"1651744908","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1264,"7","Beraldo (2022)"
"1651744908","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",672,"7","Beraldo (2022)"
"1651744908","Nilton ficou nas planícies que venta loucamente.","PP","SG",1592,"7","Beraldo (2022)"
"1651744908","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1797,"7","Beraldo (2022)"
"1651744908","Pedro avistou os montes que neva subitamente.","NP","SG",992,"7","Beraldo (2022)"
"1651744908","Gabriel adorou os estados que chove suavemente.","NP","SG",1872,"7","Beraldo (2022)"
"1651744908","Letícia viu as serras que troveja diariamente.","NP","SG",555,"7","Beraldo (2022)"
"1651744908","Roberto brincou nos desertos que ventam intensamente.","PP","PL",824,"7","Beraldo (2022)"
"1651744908","Paulo visitou as nações que nevam excessivamente.","NP","PL",471,"7","Beraldo (2022)"
"1651744908","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",664,"7","Beraldo (2022)"
"1651744908","André correu nas praias que chovem frequentemente.","PP","PL",836,"7","Beraldo (2022)"
"1651744908","Amanda olhou as colinas que venta rigorosamente.","NP","SG",4417,"7","Beraldo (2022)"
"1651744908","Sandra morou nas cidades que neva moderadamente.","PP","SG",600,"7","Beraldo (2022)"
"1651744908","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1936,"7","Beraldo (2022)"
"1651747376","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1488,"7","Beraldo (2022)"
"1651747376","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",3240,"7","Beraldo (2022)"
"1651747376","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1776,"7","Beraldo (2022)"
"1651747376","Paulo visitou as nações que nevam excessivamente.","NP","PL",1112,"7","Beraldo (2022)"
"1651747376","Letícia viu as serras que troveja diariamente.","NP","SG",745,"7","Beraldo (2022)"
"1651747376","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1024,"7","Beraldo (2022)"
"1651747376","Pedro avistou os montes que neva subitamente.","NP","SG",1335,"7","Beraldo (2022)"
"1651747376","Nilton ficou nas planícies que venta loucamente.","PP","SG",474,"7","Beraldo (2022)"
"1651747376","Gabriel adorou os estados que chove suavemente.","NP","SG",688,"7","Beraldo (2022)"
"1651747376","Sandra morou nas cidades que neva moderadamente.","PP","SG",663,"7","Beraldo (2022)"
"1651747376","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1873,"7","Beraldo (2022)"
"1651747376","André correu nas praias que chovem frequentemente.","PP","PL",944,"7","Beraldo (2022)"
"1651747376","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1328,"7","Beraldo (2022)"
"1651747376","Ana amou os países que chovem torrencialmente.","NP","PL",488,"7","Beraldo (2022)"
"1651747376","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",416,"7","Beraldo (2022)"
"1651747376","Maria conheceu as regiões que ventam repentinamente.","NP","PL",772,"7","Beraldo (2022)"
"1651748372","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1959,"7","Beraldo (2022)"
"1651748372","Ana amou os países que chovem torrencialmente.","NP","PL",760,"7","Beraldo (2022)"
"1651748372","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",864,"7","Beraldo (2022)"
"1651748372","Gabriel adorou os estados que chove suavemente.","NP","SG",1288,"7","Beraldo (2022)"
"1651748372","André correu nas praias que chovem frequentemente.","PP","PL",616,"7","Beraldo (2022)"
"1651748372","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",480,"7","Beraldo (2022)"
"1651748372","Amanda olhou as colinas que venta rigorosamente.","NP","SG",599,"7","Beraldo (2022)"
"1651748372","Maria conheceu as regiões que ventam repentinamente.","NP","PL",608,"7","Beraldo (2022)"
"1651748372","Camila fotografou os locais que trovejam frequentemente.","NP","PL",496,"7","Beraldo (2022)"
"1651748372","Letícia viu as serras que troveja diariamente.","NP","SG",456,"7","Beraldo (2022)"
"1651748372","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",465,"7","Beraldo (2022)"
"1651748372","Roberto brincou nos desertos que ventam intensamente.","PP","PL",440,"7","Beraldo (2022)"
"1651748372","Pedro avistou os montes que neva subitamente.","NP","SG",1512,"7","Beraldo (2022)"
"1651748372","Sandra morou nas cidades que neva moderadamente.","PP","SG",400,"7","Beraldo (2022)"
"1651748372","Paulo visitou as nações que nevam excessivamente.","NP","PL",472,"7","Beraldo (2022)"
"1651748372","Nilton ficou nas planícies que venta loucamente.","PP","SG",967,"7","Beraldo (2022)"
"1651748469","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1704,"7","Beraldo (2022)"
"1651748469","Ana amou os países que chovem torrencialmente.","NP","PL",784,"7","Beraldo (2022)"
"1651748469","Paulo visitou as nações que nevam excessivamente.","NP","PL",616,"7","Beraldo (2022)"
"1651748469","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",584,"7","Beraldo (2022)"
"1651748469","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1065,"7","Beraldo (2022)"
"1651748469","Amanda olhou as colinas que venta rigorosamente.","NP","SG",785,"7","Beraldo (2022)"
"1651748469","Gabriel adorou os estados que chove suavemente.","NP","SG",960,"7","Beraldo (2022)"
"1651748469","André correu nas praias que chovem frequentemente.","PP","PL",543,"7","Beraldo (2022)"
"1651748469","Pedro avistou os montes que neva subitamente.","NP","SG",1033,"7","Beraldo (2022)"
"1651748469","Letícia viu as serras que troveja diariamente.","NP","SG",376,"7","Beraldo (2022)"
"1651748469","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",481,"7","Beraldo (2022)"
"1651748469","Maria conheceu as regiões que ventam repentinamente.","NP","PL",489,"7","Beraldo (2022)"
"1651748469","Camila fotografou os locais que trovejam frequentemente.","NP","PL",512,"7","Beraldo (2022)"
"1651748469","Sandra morou nas cidades que neva moderadamente.","PP","SG",568,"7","Beraldo (2022)"
"1651748469","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",560,"7","Beraldo (2022)"
"1651748469","Nilton ficou nas planícies que venta loucamente.","PP","SG",560,"7","Beraldo (2022)"
"1651749035","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",3346,"7","Beraldo (2022)"
"1651749035","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1526,"7","Beraldo (2022)"
"1651749035","Maria conheceu as regiões que ventam repentinamente.","NP","PL",894,"7","Beraldo (2022)"
"1651749035","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",605,"7","Beraldo (2022)"
"1651749035","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",759,"7","Beraldo (2022)"
"1651749035","Pedro avistou os montes que neva subitamente.","NP","SG",586,"7","Beraldo (2022)"
"1651749035","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1215,"7","Beraldo (2022)"
"1651749035","Sandra morou nas cidades que neva moderadamente.","PP","SG",1229,"7","Beraldo (2022)"
"1651749035","Ana amou os países que chovem torrencialmente.","NP","PL",2226,"7","Beraldo (2022)"
"1651749035","André correu nas praias que chovem frequentemente.","PP","PL",738,"7","Beraldo (2022)"
"1651749035","Letícia viu as serras que troveja diariamente.","NP","SG",1028,"7","Beraldo (2022)"
"1651749035","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",657,"7","Beraldo (2022)"
"1651749035","Paulo visitou as nações que nevam excessivamente.","NP","PL",612,"7","Beraldo (2022)"
"1651749035","Nilton ficou nas planícies que venta loucamente.","PP","SG",497,"7","Beraldo (2022)"
"1651749035","Camila fotografou os locais que trovejam frequentemente.","NP","PL",515,"7","Beraldo (2022)"
"1651749035","Gabriel adorou os estados que chove suavemente.","NP","SG",537,"7","Beraldo (2022)"
"1651749749","Sandra morou nas cidades que neva moderadamente.","PP","SG",888,"7","Beraldo (2022)"
"1651749749","André correu nas praias que chovem frequentemente.","PP","PL",849,"7","Beraldo (2022)"
"1651749749","Pedro avistou os montes que neva subitamente.","NP","SG",743,"7","Beraldo (2022)"
"1651749749","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1768,"7","Beraldo (2022)"
"1651749749","Gabriel adorou os estados que chove suavemente.","NP","SG",712,"7","Beraldo (2022)"
"1651749749","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1256,"7","Beraldo (2022)"
"1651749749","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",472,"7","Beraldo (2022)"
"1651749749","Ana amou os países que chovem torrencialmente.","NP","PL",1033,"7","Beraldo (2022)"
"1651749749","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",736,"7","Beraldo (2022)"
"1651749749","Letícia viu as serras que troveja diariamente.","NP","SG",632,"7","Beraldo (2022)"
"1651749749","Roberto brincou nos desertos que ventam intensamente.","PP","PL",679,"7","Beraldo (2022)"
"1651749749","Nilton ficou nas planícies que venta loucamente.","PP","SG",569,"7","Beraldo (2022)"
"1651749749","Camila fotografou os locais que trovejam frequentemente.","NP","PL",447,"7","Beraldo (2022)"
"1651749749","Amanda olhou as colinas que venta rigorosamente.","NP","SG",455,"7","Beraldo (2022)"
"1651749749","Maria conheceu as regiões que ventam repentinamente.","NP","PL",400,"7","Beraldo (2022)"
"1651749749","Paulo visitou as nações que nevam excessivamente.","NP","PL",511,"7","Beraldo (2022)"
"1651749757","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1681,"7","Beraldo (2022)"
"1651749757","Paulo visitou as nações que nevam excessivamente.","NP","PL",2975,"7","Beraldo (2022)"
"1651749757","Camila fotografou os locais que trovejam frequentemente.","NP","PL",560,"7","Beraldo (2022)"
"1651749757","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1791,"7","Beraldo (2022)"
"1651749757","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",960,"7","Beraldo (2022)"
"1651749757","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",481,"7","Beraldo (2022)"
"1651749757","Pedro avistou os montes que neva subitamente.","NP","SG",1519,"7","Beraldo (2022)"
"1651749757","Ana amou os países que chovem torrencialmente.","NP","PL",1728,"7","Beraldo (2022)"
"1651749757","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",496,"7","Beraldo (2022)"
"1651749757","Gabriel adorou os estados que chove suavemente.","NP","SG",1535,"7","Beraldo (2022)"
"1651749757","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1120,"7","Beraldo (2022)"
"1651749757","André correu nas praias que chovem frequentemente.","PP","PL",1152,"7","Beraldo (2022)"
"1651749757","Sandra morou nas cidades que neva moderadamente.","PP","SG",848,"7","Beraldo (2022)"
"1651749757","Roberto brincou nos desertos que ventam intensamente.","PP","PL",624,"7","Beraldo (2022)"
"1651749757","Nilton ficou nas planícies que venta loucamente.","PP","SG",704,"7","Beraldo (2022)"
"1651749757","Letícia viu as serras que troveja diariamente.","NP","SG",511,"7","Beraldo (2022)"
"1651749768","André correu nas praias que chovem frequentemente.","PP","PL",990,"7","Beraldo (2022)"
"1651749768","Maria conheceu as regiões que ventam repentinamente.","NP","PL",419,"7","Beraldo (2022)"
"1651749768","Gabriel adorou os estados que chove suavemente.","NP","SG",990,"7","Beraldo (2022)"
